HA_USAGE,HA_USAGE_SCALED
788,0.402862985685072
13,0.006646216768916
68,0.034764826175869
869,0.444274028629857
89,0.045501022494888
355,0.181492842535787
2,0.001022494887526
1048,0.535787321063395
365,0.186605316973415
670,0.342535787321063
240,0.122699386503067
1131,0.578220858895705
